14.964,-0.087,-2.363,1.007,2.570
14.966,-0.087,-2.363,1.007,2.570
14.968,-0.087,-2.363,1.007,2.570
14.970,-0.087,-2.363,1.007,2.570
14.972,-0.087,-2.363,1.007,2.570
14.974,-0.127,-2.542,1.268,2.844
14.976,-0.127,-2.542,1.268,2.844
14.978,-0.127,-2.542,1.268,2.844
14.980,-0.127,-2.542,1.268,2.844
14.982,-0.127,-2.542,1.268,2.844
14.984,-0.043,-2.329,1.129,2.589
14.986,-0.043,-2.329,1.129,2.589
14.988,-0.043,-2.329,1.129,2.589
14.990,-0.043,-2.329,1.129,2.589
14.992,-0.043,-2.329,1.129,2.589
15.122,-0.207,-2.803,1.458,3.167
15.124,-0.207,-2.803,1.458,3.167
15.126,-0.207,-2.803,1.458,3.167
15.128,-0.207,-2.803,1.458,3.167
15.130,-0.207,-2.803,1.458,3.167
15.132,-0.165,-3.075,1.808,3.571
15.134,-0.165,-3.075,1.808,3.571
15.136,-0.165,-3.075,1.808,3.571
15.138,-0.165,-3.075,1.808,3.571
15.140,-0.165,-3.075,1.808,3.571
15.142,-0.078,-2.625,1.643,3.098
15.144,-0.078,-2.625,1.643,3.098
15.146,-0.078,-2.625,1.643,3.098
15.148,-0.078,-2.625,1.643,3.098
15.150,-0.078,-2.625,1.643,3.098
15.270,-0.479,-2.596,0.830,2.767
15.272,-0.479,-2.596,0.830,2.767
15.274,-0.479,-2.596,0.830,2.767
15.276,-0.479,-2.596,0.830,2.767
15.278,-0.479,-2.596,0.830,2.767
15.280,-0.263,-3.136,1.298,3.404
15.282,-0.263,-3.136,1.298,3.404
15.284,-0.263,-3.136,1.298,3.404
15.286,-0.263,-3.136,1.298,3.404
15.288,-0.263,-3.136,1.298,3.404
15.290,-0.191,-2.686,1.296,2.988
15.292,-0.191,-2.686,1.296,2.988
15.294,-0.191,-2.686,1.296,2.988
15.296,-0.191,-2.686,1.296,2.988
15.298,-0.191,-2.686,1.296,2.988
15.420,-0.288,-2.320,0.910,2.508
15.422,-0.288,-2.320,0.910,2.508
15.424,-0.288,-2.320,0.910,2.508
15.426,-0.288,-2.320,0.910,2.508
15.428,-0.288,-2.320,0.910,2.508
15.430,-0.406,-2.821,1.092,3.052
15.432,-0.406,-2.821,1.092,3.052
15.434,-0.406,-2.821,1.092,3.052
15.436,-0.406,-2.821,1.092,3.052
15.438,-0.406,-2.821,1.092,3.052
15.440,-0.449,-2.499,1.152,2.788
15.442,-0.449,-2.499,1.152,2.788
15.444,-0.449,-2.499,1.152,2.788
15.446,-0.449,-2.499,1.152,2.788
15.448,-0.449,-2.499,1.152,2.788
15.564,-0.709,-2.308,1.195,2.694
15.566,-0.709,-2.308,1.195,2.694
15.568,-0.709,-2.308,1.195,2.694
15.570,-0.709,-2.308,1.195,2.694
15.572,-0.709,-2.308,1.195,2.694
15.574,-0.685,-2.321,1.332,2.762
15.576,-0.685,-2.321,1.332,2.762
15.578,-0.685,-2.321,1.332,2.762
15.580,-0.685,-2.321,1.332,2.762
15.582,-0.685,-2.321,1.332,2.762
67.852,-0.518,-2.401,1.219,2.742
67.854,-0.518,-2.401,1.219,2.742
67.856,-0.518,-2.401,1.219,2.742
67.858,-0.518,-2.401,1.219,2.742
67.860,-0.518,-2.401,1.219,2.742
68.734,-1.003,-2.229,0.967,2.629
68.736,-1.003,-2.229,0.967,2.629
68.738,-1.003,-2.229,0.967,2.629
68.740,-1.003,-2.229,0.967,2.629
68.742,-1.003,-2.229,0.967,2.629
68.744,-1.026,-2.457,0.672,2.746
68.746,-1.026,-2.457,0.672,2.746
68.748,-1.026,-2.457,0.672,2.746
68.750,-1.026,-2.457,0.672,2.746
68.752,-1.026,-2.457,0.672,2.746
68.754,-1.046,-2.370,0.544,2.647
68.756,-1.046,-2.370,0.544,2.647
68.758,-1.046,-2.370,0.544,2.647
68.760,-1.046,-2.370,0.544,2.647
68.762,-1.046,-2.370,0.544,2.647
68.892,-1.240,-2.054,0.909,2.566
68.894,-1.240,-2.054,0.909,2.566
68.896,-1.240,-2.054,0.909,2.566
68.898,-1.240,-2.054,0.909,2.566
68.900,-1.240,-2.054,0.909,2.566
68.902,-1.241,-2.043,1.005,2.593
68.904,-1.241,-2.043,1.005,2.593
68.906,-1.241,-2.043,1.005,2.593
68.908,-1.241,-2.043,1.005,2.593
68.910,-1.241,-2.043,1.005,2.593
